Number of Comparisons : 75760
Swiss , 0.0 , 0.0 , Cheddar , 0.12 , 0.3
Wensleydale , 8.71 , 119.76250000000002 , Wensleydale , 3.39 , 0.0
Swiss , 12.61 , 119.79499999999999 , Cheddar , 22.38 , 0.0
Cheddar , 47.95 , 119.875 , Cheddar , 5.13 , 0.0
Swiss , 12.62 , 119.88999999999999 , Wensleydale , 17.94 , 0.0
Cheddar , 47.96 , 119.9 , Swiss , 16.25 , 0.0
Cheddar , 47.99 , 119.97500000000001 , Swiss , 19.2 , 0.0
Swiss , 12.63 , 119.98500000000001 , Wensleydale , 60.16 , 0.0
Wensleydale , 8.73 , 120.03750000000001 , Cheddar , 22.53 , 0.0
Cheddar , 48.02 , 120.05000000000001 , Swiss , 4.84 , 0.0
Cheddar , 48.03 , 120.075 , Wensleydale , 1.89 , 0.0
Swiss , 12.64 , 120.08000000000001 , Wensleydale , 2.41 , 0.0
Cheddar , 48.05 , 120.125 , Cheddar , 31.56 , 0.0
Cheddar , 48.07 , 120.175 , Wensleydale , 60.41 , 0.0
Wensleydale , 8.75 , 120.3125 , Wensleydale , 1.83 , 25.1625
Wensleydale , 8.75 , 120.3125 , Cheddar , 26.68 , 66.7
Wensleydale , 8.75 , 120.3125 , Swiss , 7.85 , 74.575
Wensleydale , 8.75 , 120.3125 , Cheddar , 33.21 , 83.025
Wensleydale , 8.75 , 120.3125 , Swiss , 15.73 , 149.435
Wensleydale , 8.75 , 120.3125 , Wensleydale , 20.05 , 275.6875
Cheddar , 48.17 , 120.42500000000001 , Swiss , 29.15 , 0.0
Wensleydale , 8.76 , 120.45 , Cheddar , 85.79 , 214.47500000000002
Wensleydale , 8.76 , 120.45 , Wensleydale , 20.72 , 284.9
Swiss , 12.68 , 120.46 , Cheddar , 17.0 , 0.0
Cheddar , 48.19 , 120.475 , Swiss , 2.16 , 20.520000000000003
Cheddar , 48.19 , 120.475 , Cheddar , 59.85 , 149.625
Wensleydale , 8.78 , 120.725 , Swiss , 27.47 , 0.0
Swiss , 12.71 , 120.745 , Wensleydale , 22.77 , 313.0875
Swiss , 12.71 , 120.745 , Swiss , 53.6 , 509.2
Cheddar , 48.32 , 120.8 , Swiss , 21.11 , 0.0
Swiss , 12.72 , 120.84 , Wensleydale , 17.9 , 0.0
Cheddar , 48.37 , 120.925 , Swiss , 9.74 , 0.0
Wensleydale , 8.8 , 121.00000000000001 , Cheddar , 1.01 , 0.0
Swiss , 12.75 , 121.125 , Wensleydale , 61.84 , 0.0
Swiss , 12.77 , 121.315 , Swiss , 54.76 , 0.0
Wensleydale , 8.83 , 121.4125 , Cheddar , 0.63 , 1.575
Wensleydale , 8.83 , 121.4125 , Swiss , 7.58 , 72.01
Cheddar , 48.59 , 121.47500000000001 , Cheddar , 29.31 , 0.0
Cheddar , 48.6 , 121.5 , Wensleydale , 6.64 , 0.0
Wensleydale , 8.84 , 121.55 , Wensleydale , 50.36 , 0.0
Cheddar , 48.64 , 121.6 , Swiss , 73.98 , 0.0
Swiss , 12.8 , 121.60000000000001 , Cheddar , 34.28 , 0.0
Swiss , 12.8 , 121.60000000000001 , Cheddar , 22.87 , 57.175000000000004
Cheddar , 48.67 , 121.67500000000001 , Wensleydale , 27.22 , 0.0
Wensleydale , 8.85 , 121.6875 , Cheddar , 11.37 , 0.0
Swiss , 12.81 , 121.69500000000001 , Swiss , 25.29 , 0.0
Cheddar , 48.74 , 121.85000000000001 , Wensleydale , 13.48 , 0.0
Wensleydale , 8.87 , 121.96249999999999 , Cheddar , 0.57 , 1.4249999999999998
Wensleydale , 8.87 , 121.96249999999999 , Wensleydale , 46.42 , 638.275
Cheddar , 48.8 , 122.0 , Cheddar , 0.47 , 0.0
Cheddar , 48.89 , 122.225 , Wensleydale , 3.36 , 0.0
Swiss , 12.87 , 122.26499999999999 , Swiss , 3.31 , 0.0
Swiss , 12.88 , 122.36000000000001 , Swiss , 0.82 , 0.0
Wensleydale , 8.9 , 122.375 , Swiss , 13.06 , 124.07000000000001
Wensleydale , 8.9 , 122.375 , Swiss , 70.3 , 667.85
Cheddar , 48.96 , 122.4 , Cheddar , 14.8 , 0.0
Cheddar , 48.98 , 122.44999999999999 , Swiss , 66.69 , 0.0
Cheddar , 48.98 , 122.44999999999999 , Swiss , 31.27 , 297.065
Swiss , 12.89 , 122.45500000000001 , Wensleydale , 37.59 , 0.0
Cheddar , 48.99 , 122.47500000000001 , Cheddar , 1.69 , 0.0
Cheddar , 49.0 , 122.5 , Wensleydale , 6.44 , 0.0
Cheddar , 49.05 , 122.625 , Swiss , 48.52 , 0.0
Wensleydale , 8.92 , 122.65 , Cheddar , 9.86 , 0.0
Cheddar , 49.09 , 122.72500000000001 , Swiss , 1.83 , 0.0
Cheddar , 49.1 , 122.75 , Cheddar , 1.65 , 0.0
Wensleydale , 8.93 , 122.7875 , Cheddar , 1.44 , 0.0
Cheddar , 49.17 , 122.92500000000001 , Cheddar , 8.95 , 0.0
Swiss , 12.94 , 122.92999999999999 , Wensleydale , 17.33 , 0.0
Cheddar , 49.22 , 123.05 , Cheddar , 20.92 , 52.300000000000004
Cheddar , 49.22 , 123.05 , Swiss , 9.93 , 94.335
Wensleydale , 8.95 , 123.06249999999999 , Cheddar , 21.85 , 0.0
Swiss , 12.98 , 123.31 , Wensleydale , 37.52 , 0.0
Wensleydale , 8.97 , 123.3375 , Cheddar , 8.84 , 0.0
Cheddar , 49.34 , 123.35000000000001 , Swiss , 0.18 , 0.0
Swiss , 12.99 , 123.405 , Swiss , 14.12 , 0.0
Wensleydale , 8.98 , 123.47500000000001 , Cheddar , 0.93 , 0.0
Wensleydale , 8.98 , 123.47500000000001 , Cheddar , 87.11 , 217.775
Wensleydale , 8.98 , 123.47500000000001 , Swiss , 65.04 , 617.8800000000001
Swiss , 13.0 , 123.5 , Cheddar , 5.4 , 13.5
Swiss , 13.0 , 123.5 , Cheddar , 25.74 , 64.35
Swiss , 13.0 , 123.5 , Swiss , 12.33 , 117.135
Wensleydale , 8.99 , 123.6125 , Swiss , 7.54 , 71.63
Wensleydale , 8.99 , 123.6125 , Swiss , 16.66 , 158.27
Swiss , 13.02 , 123.69 , Swiss , 20.96 , 0.0
Cheddar , 49.54 , 123.85 , Wensleydale , 20.3 , 0.0
Swiss , 13.04 , 123.88 , Wensleydale , 24.49 , 0.0
Wensleydale , 9.01 , 123.8875 , Swiss , 16.44 , 0.0
Swiss , 13.05 , 123.97500000000001 , Cheddar , 38.62 , 0.0
Wensleydale , 9.02 , 124.02499999999999 , Wensleydale , 2.63 , 0.0
Cheddar , 49.61 , 124.025 , Swiss , 44.14 , 0.0
Swiss , 13.06 , 124.07000000000001 , Wensleydale , 6.46 , 0.0
Cheddar , 49.63 , 124.075 , Cheddar , 6.99 , 0.0
Wensleydale , 9.03 , 124.1625 , Swiss , 68.91 , 654.645
Wensleydale , 9.03 , 124.1625 , Swiss , 71.48 , 679.0600000000001
Cheddar , 49.69 , 124.225 , Cheddar , 44.44 , 0.0
Swiss , 13.08 , 124.26 , Cheddar , 14.36 , 0.0
Wensleydale , 9.04 , 124.29999999999998 , Cheddar , 36.58 , 0.0
Cheddar , 49.75 , 124.375 , Cheddar , 14.67 , 0.0
Swiss , 13.1 , 124.45 , Wensleydale , 19.08 , 0.0
Cheddar , 49.79 , 124.475 , Wensleydale , 31.43 , 0.0
Swiss , 13.11 , 124.54499999999999 , Swiss , 8.0 , 76.0
Swiss , 13.11 , 124.54499999999999 , Swiss , 9.86 , 93.66999999999999
Cheddar , 49.88 , 124.7 , Cheddar , 2.92 , 0.0
Cheddar , 49.9 , 124.75 , Cheddar , 12.35 , 0.0
Wensleydale , 9.08 , 124.85 , Cheddar , 34.11 , 85.275
Wensleydale , 9.08 , 124.85 , Wensleydale , 55.16 , 758.4499999999999
Cheddar , 49.95 , 124.875 , Swiss , 1.76 , 0.0
Cheddar , 49.99 , 124.97500000000001 , Cheddar , 12.35 , 0.0
Wensleydale , 9.09 , 124.9875 , Swiss , 31.46 , 0.0
Cheddar , 50.0 , 125.0 , Wensleydale , 9.87 , 0.0
Swiss , 13.16 , 125.02 , Cheddar , 0.83 , 2.0749999999999997
Swiss , 13.16 , 125.02 , Cheddar , 39.57 , 98.925
Cheddar , 50.02 , 125.05000000000001 , Cheddar , 24.33 , 0.0
Cheddar , 50.05 , 125.125 , Swiss , 1.48 , 14.06
Wensleydale , 9.1 , 125.125 , Swiss , 9.79 , 93.005
Cheddar , 50.05 , 125.125 , Cheddar , 70.97 , 177.425
Wensleydale , 9.1 , 125.125 , Swiss , 34.43 , 327.085
Cheddar , 50.07 , 125.175 , Swiss , 48.23 , 0.0
Wensleydale , 9.11 , 125.26249999999999 , Cheddar , 6.2 , 0.0
Cheddar , 50.12 , 125.3 , Wensleydale , 37.96 , 0.0
Swiss , 13.19 , 125.30499999999999 , Wensleydale , 69.79 , 0.0
Cheddar , 50.13 , 125.325 , Swiss , 16.02 , 0.0
Wensleydale , 9.12 , 125.39999999999999 , Swiss , 2.6 , 24.7
Wensleydale , 9.12 , 125.39999999999999 , Swiss , 26.7 , 253.65
Cheddar , 50.17 , 125.42500000000001 , Cheddar , 0.28 , 0.0
Cheddar , 50.18 , 125.45 , Cheddar , 56.7 , 0.0
Swiss , 13.21 , 125.495 , Wensleydale , 18.4 , 0.0
Wensleydale , 9.13 , 125.53750000000001 , Wensleydale , 26.2 , 0.0
Swiss , 13.22 , 125.59 , Wensleydale , 5.63 , 77.4125
Swiss , 13.22 , 125.59 , Swiss , 15.01 , 142.595
Cheddar , 50.25 , 125.625 , Wensleydale , 65.36 , 0.0
Wensleydale , 9.14 , 125.67500000000001 , Cheddar , 4.25 , 10.625
Wensleydale , 9.14 , 125.67500000000001 , Wensleydale , 10.88 , 149.60000000000002
Cheddar , 50.29 , 125.725 , Wensleydale , 45.85 , 0.0
Wensleydale , 9.15 , 125.8125 , Wensleydale , 20.68 , 0.0
Swiss , 13.26 , 125.97 , Swiss , 43.73 , 0.0
Swiss , 13.27 , 126.065 , Wensleydale , 41.93 , 576.5375
Swiss , 13.27 , 126.065 , Swiss , 64.0 , 608.0
Cheddar , 50.45 , 126.125 , Wensleydale , 56.47 , 0.0
Cheddar , 50.46 , 126.15 , Swiss , 0.41 , 0.0
Wensleydale , 9.18 , 126.225 , Cheddar , 28.42 , 71.05000000000001
Wensleydale , 9.18 , 126.225 , Swiss , 75.68 , 718.96
Swiss , 13.29 , 126.255 , Cheddar , 8.02 , 0.0
Cheddar , 50.53 , 126.325 , Cheddar , 25.9 , 0.0
Wensleydale , 9.19 , 126.3625 , Cheddar , 15.18 , 0.0
Cheddar , 50.55 , 126.375 , Cheddar , 0.66 , 0.0
Cheddar , 50.58 , 126.44999999999999 , Swiss , 9.68 , 0.0
Swiss , 13.32 , 126.54 , Swiss , 10.98 , 104.31
Swiss , 13.32 , 126.54 , Wensleydale , 19.51 , 268.26250000000005
Swiss , 13.33 , 126.635 , Swiss , 40.31 , 0.0
Wensleydale , 9.21 , 126.63750000000002 , Swiss , 37.58 , 0.0
Cheddar , 50.69 , 126.725 , Cheddar , 28.08 , 0.0
Swiss , 13.34 , 126.73 , Wensleydale , 0.35 , 4.8125
Swiss , 13.34 , 126.73 , Swiss , 3.16 , 30.020000000000003
Wensleydale , 9.22 , 126.775 , Swiss , 16.5 , 0.0
Swiss , 13.36 , 126.91999999999999 , Swiss , 4.57 , 0.0
Swiss , 13.37 , 127.01499999999999 , Swiss , 3.38 , 0.0
Cheddar , 50.82 , 127.05 , Wensleydale , 1.28 , 17.6
Wensleydale , 9.24 , 127.05 , Swiss , 11.4 , 108.3
Swiss , 13.39 , 127.20500000000001 , Swiss , 6.28 , 0.0
Cheddar , 50.9 , 127.25 , Cheddar , 8.94 , 0.0
Swiss , 13.4 , 127.3 , Wensleydale , 18.38 , 0.0
Cheddar , 50.92 , 127.30000000000001 , Swiss , 2.56 , 0.0
Wensleydale , 9.26 , 127.325 , Wensleydale , 16.45 , 0.0
Wensleydale , 9.26 , 127.325 , Swiss , 21.83 , 207.385
Cheddar , 50.94 , 127.35 , Swiss , 32.18 , 0.0
Swiss , 13.43 , 127.585 , Wensleydale , 14.74 , 202.675
Swiss , 13.43 , 127.585 , Wensleydale , 59.32 , 815.65
Wensleydale , 9.28 , 127.6 , Swiss , 20.94 , 0.0
Cheddar , 51.06 , 127.65 , Wensleydale , 93.34 , 0.0
Swiss , 13.44 , 127.67999999999999 , Cheddar , 26.48 , 0.0
Cheddar , 51.08 , 127.69999999999999 , Swiss , 13.63 , 0.0
Swiss , 13.45 , 127.77499999999999 , Swiss , 0.59 , 5.6049999999999995
Swiss , 13.45 , 127.77499999999999 , Cheddar , 24.84 , 62.1
Cheddar , 51.13 , 127.825 , Swiss , 0.78 , 0.0
Cheddar , 51.15 , 127.875 , Cheddar , 43.72 , 0.0
Cheddar , 51.18 , 127.95 , Wensleydale , 64.05 , 0.0
Cheddar , 51.2 , 128.0 , Swiss , 3.85 , 36.575
Cheddar , 51.2 , 128.0 , Swiss , 65.13 , 618.7349999999999
Cheddar , 51.21 , 128.025 , Cheddar , 32.56 , 0.0
Swiss , 13.48 , 128.06 , Wensleydale , 26.87 , 0.0
Swiss , 13.48 , 128.06 , Swiss , 57.94 , 550.43
Cheddar , 51.24 , 128.1 , Cheddar , 12.38 , 0.0
Wensleydale , 9.32 , 128.15 , Wensleydale , 13.96 , 0.0
Swiss , 13.49 , 128.155 , Swiss , 41.38 , 393.11
Swiss , 13.49 , 128.155 , Wensleydale , 64.25 , 883.4375
Cheddar , 51.27 , 128.175 , Swiss , 6.1 , 0.0
Cheddar , 51.29 , 128.225 , Wensleydale , 26.4 , 0.0
Cheddar , 51.31 , 128.275 , Cheddar , 69.48 , 0.0
Wensleydale , 9.33 , 128.2875 , Cheddar , 22.06 , 55.15
Wensleydale , 9.33 , 128.2875 , Cheddar , 38.08 , 95.19999999999999
Cheddar , 51.33 , 128.325 , Swiss , 49.91 , 0.0
Cheddar , 51.33 , 128.325 , Wensleydale , 81.82 , 1125.0249999999999
Swiss , 13.51 , 128.345 , Cheddar , 0.65 , 0.0
Cheddar , 51.35 , 128.375 , Wensleydale , 92.0 , 0.0
Wensleydale , 9.34 , 128.425 , Swiss , 3.69 , 0.0
Swiss , 13.52 , 128.44 , Wensleydale , 10.23 , 140.6625
Swiss , 13.52 , 128.44 , Wensleydale , 63.82 , 877.525
Cheddar , 51.41 , 128.52499999999998 , Cheddar , 41.84 , 0.0
Wensleydale , 9.35 , 128.5625 , Swiss , 2.24 , 21.28
Wensleydale , 9.35 , 128.5625 , Swiss , 3.64 , 34.58
Wensleydale , 9.35 , 128.5625 , Wensleydale , 21.81 , 299.8875
Swiss , 13.54 , 128.63 , Swiss , 1.4 , 0.0
Cheddar , 51.46 , 128.65 , Cheddar , 38.64 , 0.0
Swiss , 13.55 , 128.725 , Wensleydale , 4.84 , 0.0
Swiss , 13.56 , 128.82 , Wensleydale , 10.69 , 0.0
Swiss , 13.56 , 128.82 , Swiss , 83.02 , 788.6899999999999
Wensleydale , 9.37 , 128.83749999999998 , Swiss , 10.43 , 0.0
Wensleydale , 9.38 , 128.97500000000002 , Cheddar , 9.05 , 0.0
Cheddar , 51.61 , 129.025 , Cheddar , 3.61 , 0.0
Cheddar , 51.64 , 129.1 , Wensleydale , 34.9 , 0.0
Wensleydale , 9.39 , 129.1125 , Wensleydale , 34.07 , 0.0
Cheddar , 51.65 , 129.125 , Wensleydale , 14.16 , 0.0
Swiss , 13.6 , 129.2 , Cheddar , 9.64 , 24.1
Swiss , 13.6 , 129.2 , Wensleydale , 10.43 , 143.4125
Wensleydale , 9.4 , 129.25 , Swiss , 25.64 , 0.0
Swiss , 13.61 , 129.295 , Cheddar , 1.57 , 0.0
Cheddar , 51.77 , 129.425 , Swiss , 21.8 , 0.0
Cheddar , 51.79 , 129.475 , Wensleydale , 27.05 , 371.9375
Cheddar , 51.79 , 129.475 , Wensleydale , 49.22 , 676.775
Swiss , 13.63 , 129.485 , Wensleydale , 27.89 , 0.0
Cheddar , 51.81 , 129.525 , Wensleydale , 0.13 , 0.0
Cheddar , 51.83 , 129.575 , Cheddar , 18.65 , 0.0
Cheddar , 51.87 , 129.67499999999998 , Swiss , 17.07 , 0.0
Swiss , 13.65 , 129.675 , Swiss , 10.47 , 0.0
Swiss , 13.67 , 129.865 , Cheddar , 94.54 , 0.0
Swiss , 13.67 , 129.865 , Swiss , 11.08 , 105.26
Cheddar , 51.98 , 129.95 , Cheddar , 55.57 , 0.0
Cheddar , 52.0 , 130.0 , Swiss , 91.7 , 0.0
Wensleydale , 9.46 , 130.07500000000002 , Cheddar , 17.57 , 0.0
Cheddar , 52.04 , 130.1 , Wensleydale , 1.0 , 0.0
Cheddar , 52.05 , 130.125 , Swiss , 6.67 , 0.0
Cheddar , 52.06 , 130.15 , Swiss , 17.69 , 0.0
Swiss , 13.71 , 130.245 , Cheddar , 53.04 , 0.0
Cheddar , 52.12 , 130.29999999999998 , Swiss , 48.93 , 0.0
Swiss , 13.72 , 130.34 , Swiss , 44.31 , 420.94500000000005
Swiss , 13.72 , 130.34 , Swiss , 78.58 , 746.51
Cheddar , 52.16 , 130.39999999999998 , Wensleydale , 4.66 , 64.075
Cheddar , 52.16 , 130.39999999999998 , Wensleydale , 7.13 , 98.0375
Swiss , 13.73 , 130.435 , Cheddar , 20.69 , 0.0
Wensleydale , 9.49 , 130.4875 , Cheddar , 66.85 , 0.0
Cheddar , 52.21 , 130.525 , Swiss , 5.44 , 0.0
Swiss , 13.74 , 130.53 , Swiss , 71.07 , 0.0
Wensleydale , 9.5 , 130.625 , Cheddar , 8.68 , 21.7
Wensleydale , 9.5 , 130.625 , Swiss , 3.01 , 28.595
Wensleydale , 9.5 , 130.625 , Swiss , 19.77 , 187.815
Cheddar , 52.28 , 130.7 , Wensleydale , 11.94 , 0.0
Swiss , 13.76 , 130.72 , Swiss , 3.59 , 0.0
Wensleydale , 9.51 , 130.7625 , Wensleydale , 5.64 , 0.0
Swiss , 13.77 , 130.815 , Wensleydale , 71.32 , 0.0
Cheddar , 52.34 , 130.85000000000002 , Cheddar , 82.99 , 0.0
Wensleydale , 9.52 , 130.9 , Wensleydale , 15.2 , 209.0
Wensleydale , 9.52 , 130.9 , Swiss , 35.49 , 337.15500000000003
Swiss , 13.78 , 130.91 , Cheddar , 6.11 , 15.275
Swiss , 13.78 , 130.91 , Wensleydale , 87.77 , 1206.8374999999999
Cheddar , 52.39 , 130.975 , Wensleydale , 12.9 , 0.0
Swiss , 13.79 , 131.005 , Cheddar , 58.88 , 0.0
Wensleydale , 9.53 , 131.0375 , Cheddar , 19.23 , 48.075
Wensleydale , 9.53 , 131.0375 , Swiss , 42.69 , 405.55499999999995
Cheddar , 52.43 , 131.075 , Wensleydale , 29.28 , 0.0
Swiss , 13.8 , 131.1 , Swiss , 33.32 , 0.0
Swiss , 13.81 , 131.195 , Swiss , 18.82 , 178.79
Swiss , 13.81 , 131.195 , Swiss , 34.56 , 328.32000000000005
Cheddar , 52.52 , 131.3 , Cheddar , 13.41 , 0.0
Wensleydale , 9.55 , 131.3125 , Cheddar , 22.39 , 0.0
Cheddar , 52.55 , 131.375 , Wensleydale , 4.12 , 0.0
Cheddar , 52.56 , 131.4 , Wensleydale , 21.5 , 0.0
Cheddar , 52.61 , 131.525 , Cheddar , 21.75 , 0.0
Swiss , 13.86 , 131.67 , Cheddar , 12.57 , 0.0
Wensleydale , 9.58 , 131.725 , Cheddar , 61.47 , 0.0
Swiss , 13.88 , 131.86 , Cheddar , 1.9 , 0.0
Cheddar , 52.79 , 131.975 , Swiss , 62.3 , 0.0
Wensleydale , 9.6 , 132.0 , Cheddar , 0.78 , 1.9500000000000002
Wensleydale , 9.6 , 132.0 , Cheddar , 32.26 , 80.64999999999999
Cheddar , 52.81 , 132.025 , Wensleydale , 40.54 , 0.0
Wensleydale , 9.61 , 132.1375 , Wensleydale , 54.6 , 0.0
Cheddar , 52.86 , 132.15 , Cheddar , 7.92 , 0.0
Swiss , 13.92 , 132.24 , Cheddar , 5.2 , 0.0
Swiss , 13.92 , 132.24 , Cheddar , 4.68 , 11.7
Swiss , 13.93 , 132.335 , Swiss , 36.79 , 0.0
Cheddar , 52.94 , 132.35 , Wensleydale , 0.95 , 13.0625
Cheddar , 52.94 , 132.35 , Cheddar , 30.65 , 76.625
Cheddar , 52.96 , 132.4 , Cheddar , 2.3 , 0.0
Wensleydale , 9.63 , 132.41250000000002 , Swiss , 0.0 , 0.0
Wensleydale , 9.63 , 132.41250000000002 , Wensleydale , 40.37 , 555.0875
Swiss , 13.94 , 132.43 , Wensleydale , 6.22 , 0.0
Wensleydale , 9.64 , 132.55 , Cheddar , 18.23 , 45.575
Wensleydale , 9.64 , 132.55 , Wensleydale , 33.37 , 458.8375
Swiss , 13.96 , 132.62 , Swiss , 5.75 , 54.625
Swiss , 13.96 , 132.62 , Swiss , 53.07 , 504.165
Cheddar , 53.06 , 132.65 , Wensleydale , 0.3 , 0.0
Wensleydale , 9.65 , 132.6875 , Cheddar , 24.68 , 61.7
Wensleydale , 9.65 , 132.6875 , Swiss , 7.53 , 71.535
Cheddar , 53.08 , 132.7 , Cheddar , 14.25 , 0.0
Cheddar , 53.12 , 132.79999999999998 , Swiss , 41.18 , 0.0
Wensleydale , 9.66 , 132.825 , Cheddar , 52.26 , 0.0
Swiss , 13.99 , 132.905 , Cheddar , 17.96 , 44.900000000000006
Swiss , 13.99 , 132.905 , Wensleydale , 7.13 , 98.0375
Swiss , 13.99 , 132.905 , Wensleydale , 9.39 , 129.1125
Wensleydale , 9.67 , 132.9625 , Cheddar , 19.97 , 0.0
Cheddar , 53.19 , 132.975 , Wensleydale , 33.36 , 0.0
Swiss , 14.01 , 133.095 , Cheddar , 33.01 , 82.52499999999999
Swiss , 14.01 , 133.095 , Cheddar , 67.68 , 169.20000000000002
Cheddar , 53.27 , 133.175 , Cheddar , 28.78 , 0.0
Cheddar , 53.29 , 133.225 , Swiss , 93.99 , 0.0
Cheddar , 53.31 , 133.275 , Cheddar , 92.42 , 0.0
Swiss , 14.03 , 133.285 , Wensleydale , 21.36 , 0.0
Wensleydale , 9.7 , 133.375 , Swiss , 0.13 , 0.0
Swiss , 14.04 , 133.38 , Wensleydale , 21.78 , 0.0
Wensleydale , 9.71 , 133.51250000000002 , Cheddar , 62.28 , 0.0
Swiss , 14.06 , 133.57 , Cheddar , 16.79 , 0.0
Cheddar , 53.44 , 133.6 , Cheddar , 26.75 , 0.0
Cheddar , 53.46 , 133.65 , Swiss , 8.46 , 0.0
Wensleydale , 9.72 , 133.65 , Cheddar , 13.33 , 33.325
Swiss , 14.07 , 133.665 , Wensleydale , 9.64 , 0.0
Swiss , 14.08 , 133.76 , Wensleydale , 41.45 , 0.0
Cheddar , 53.55 , 133.875 , Cheddar , 3.17 , 0.0
Wensleydale , 9.75 , 134.0625 , Swiss , 74.06 , 0.0
Swiss , 14.12 , 134.14 , Wensleydale , 68.63 , 0.0
Swiss , 14.13 , 134.235 , Swiss , 56.56 , 0.0
Cheddar , 53.76 , 134.4 , Wensleydale , 49.08 , 0.0
Swiss , 14.16 , 134.52 , Cheddar , 36.44 , 0.0
Swiss , 14.17 , 134.615 , Swiss , 11.28 , 0.0
Cheddar , 53.85 , 134.625 , Wensleydale , 52.79 , 0.0
Wensleydale , 9.81 , 134.88750000000002 , Cheddar , 27.05 , 0.0
Cheddar , 53.98 , 134.95 , Wensleydale , 5.03 , 0.0
Cheddar , 54.04 , 135.1 , Swiss , 7.19 , 0.0
Cheddar , 54.05 , 135.125 , Cheddar , 70.87 , 0.0
Cheddar , 54.07 , 135.175 , Wensleydale , 53.46 , 0.0
Swiss , 14.24 , 135.28 , Wensleydale , 4.14 , 0.0
Wensleydale , 9.84 , 135.3 , Cheddar , 0.03 , 0.0
Wensleydale , 9.85 , 135.4375 , Cheddar , 11.56 , 0.0
Cheddar , 54.21 , 135.525 , Cheddar , 34.09 , 0.0
Wensleydale , 9.86 , 135.575 , Swiss , 36.57 , 0.0
Cheddar , 54.27 , 135.675 , Cheddar , 5.03 , 0.0
Swiss , 14.29 , 135.755 , Cheddar , 26.56 , 0.0
Swiss , 14.3 , 135.85 , Cheddar , 13.69 , 0.0
Wensleydale , 9.88 , 135.85000000000002 , Swiss , 1.36 , 12.920000000000002
Wensleydale , 9.88 , 135.85000000000002 , Cheddar , 6.29 , 15.725
Cheddar , 54.35 , 135.875 , Cheddar , 11.05 , 0.0
Cheddar , 54.39 , 135.975 , Swiss , 92.23 , 0.0
Cheddar , 54.43 , 136.075 , Swiss , 41.25 , 0.0
Cheddar , 54.44 , 136.1 , Cheddar , 36.0 , 90.0
Cheddar , 54.44 , 136.1 , Wensleydale , 43.49 , 597.9875000000001
Wensleydale , 9.9 , 136.125 , Swiss , 53.04 , 0.0
Swiss , 14.34 , 136.23 , Swiss , 2.68 , 0.0
Wensleydale , 9.91 , 136.2625 , Wensleydale , 13.43 , 0.0
Cheddar , 54.53 , 136.325 , Cheddar , 74.69 , 0.0
Cheddar , 54.54 , 136.35 , Wensleydale , 6.72 , 0.0
Swiss , 14.36 , 136.42 , Wensleydale , 8.85 , 0.0
Cheddar , 54.65 , 136.625 , Wensleydale , 1.46 , 0.0
Cheddar , 54.7 , 136.75 , Wensleydale , 62.91 , 0.0
Swiss , 14.4 , 136.8 , Wensleydale , 5.3 , 0.0
Swiss , 14.41 , 136.895 , Swiss , 17.8 , 0.0
Wensleydale , 9.96 , 136.95000000000002 , Wensleydale , 5.02 , 0.0
Wensleydale , 9.97 , 137.0875 , Wensleydale , 46.61 , 0.0
Cheddar , 54.86 , 137.15 , Swiss , 23.77 , 0.0
Cheddar , 54.91 , 137.27499999999998 , Cheddar , 4.51 , 0.0
Wensleydale , 9.99 , 137.3625 , Cheddar , 3.81 , 0.0
Swiss , 14.46 , 137.37 , Wensleydale , 2.72 , 37.400000000000006
Swiss , 14.46 , 137.37 , Cheddar , 62.18 , 155.45
Cheddar , 54.97 , 137.425 , Wensleydale , 21.94 , 0.0
Cheddar , 54.97 , 137.425 , Swiss , 33.33 , 316.635
Swiss , 14.47 , 137.465 , Swiss , 44.53 , 0.0
Cheddar , 54.99 , 137.475 , Swiss , 1.67 , 0.0
Wensleydale , 10.0 , 137.5 , Cheddar , 11.21 , 28.025000000000002
Wensleydale , 10.0 , 137.5 , Cheddar , 18.98 , 47.45
Wensleydale , 10.0 , 137.5 , Swiss , 7.69 , 73.055
Wensleydale , 10.0 , 137.5 , Swiss , 19.44 , 184.68
Wensleydale , 10.0 , 137.5 , Wensleydale , 65.19 , 896.3625
Cheddar , 55.02 , 137.55 , Cheddar , 35.73 , 0.0
Swiss , 14.48 , 137.56 , Swiss , 25.86 , 0.0
Cheddar , 55.04 , 137.6 , Cheddar , 62.44 , 0.0
Wensleydale , 10.01 , 137.6375 , Cheddar , 4.92 , 12.3
Wensleydale , 10.01 , 137.6375 , Cheddar , 18.7 , 46.75
Wensleydale , 10.02 , 137.775 , Wensleydale , 4.35 , 0.0
Cheddar , 55.15 , 137.875 , Cheddar , 2.92 , 0.0
Cheddar , 55.27 , 138.175 , Cheddar , 22.7 , 0.0
Cheddar , 55.29 , 138.225 , Cheddar , 5.81 , 14.524999999999999
Swiss , 14.55 , 138.225 , Wensleydale , 8.97 , 123.3375
Swiss , 14.56 , 138.32 , Wensleydale , 64.95 , 0.0
Cheddar , 55.36 , 138.4 , Swiss , 54.71 , 0.0
Swiss , 14.58 , 138.51 , Swiss , 21.89 , 0.0
Cheddar , 55.45 , 138.625 , Swiss , 43.77 , 0.0
Cheddar , 55.46 , 138.65 , Wensleydale , 11.85 , 0.0
